insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (1, 12, 8, 2022, 4, 1, 15, 43);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9718, 24, 1, 2021, 4, 1, 9, 15);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9719, 11, 1, 2019, 3, 1, 9, 50);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9720, 7, 11, 2022, 1, 1, 1, 32);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9721, 8, 4, 2022, 4, 1, 12, 10);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9722, 15, 2, 2024, 4, 2, 18, 57);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9723, 31, 11, 2024, 1, 2, 17, 4);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9724, 21, 4, 2022, 2, 1, 3, 25);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9725, 19, 1, 2019, 3, 1, 2, 10);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9726, 4, 11, 2022, 1, 1, 15, 0);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9727, 8, 2, 2023, 4, 2, 14, 26);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9728, 27, 5, 2023, 2, 2, 16, 55);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9729, 21, 8, 2019, 1, 1, 20, 27);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9730, 26, 1, 2019, 3, 2, 5, 37);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9731, 20, 12, 2022, 3, 1, 21, 30);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9732, 4, 2, 2024, 4, 1, 4, 0);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9733, 20, 9, 2021, 4, 2, 23, 28);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9734, 20, 6, 2023, 4, 2, 6, 22);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9735, 19, 7, 2024, 3, 2, 3, 35);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9736, 29, 6, 2019, 2, 2, 6, 5);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9737, 7, 1, 2021, 3, 2, 21, 22);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9738, 31, 11, 2024, 1, 2, 21, 51);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9739, 6, 10, 2019, 3, 1, 3, 37);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9740, 4, 9, 2023, 3, 2, 20, 53);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9741, 13, 10, 2022, 2, 2, 4, 21);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9742, 7, 5, 2021, 4, 1, 0, 52);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9743, 23, 7, 2023, 2, 1, 19, 25);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9744, 24, 4, 2019, 1, 1, 6, 1);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9745, 6, 5, 2020, 2, 2, 5, 11);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9746, 22, 5, 2019, 2, 1, 16, 52);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9747, 12, 3, 2021, 3, 2, 1, 19);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9748, 5, 7, 2022, 4, 2, 23, 43);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9749, 3, 3, 2021, 1, 1, 1, 22);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9750, 27, 12, 2022, 2, 1, 13, 4);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9751, 1, 12, 2024, 1, 1, 1, 2);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9752, 7, 10, 2022, 2, 1, 8, 31);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9753, 5, 11, 2023, 4, 1, 6, 40);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9754, 20, 11, 2023, 1, 1, 5, 8);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9755, 3, 9, 2024, 4, 1, 10, 18);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9756, 4, 11, 2020, 3, 1, 20, 24);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9757, 17, 6, 2019, 2, 2, 16, 40);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9758, 16, 10, 2024, 4, 2, 13, 13);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9759, 31, 4, 2019, 4, 2, 3, 21);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9760, 13, 10, 2021, 3, 1, 4, 18);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9761, 15, 11, 2021, 4, 2, 0, 12);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9762, 26, 1, 2020, 2, 2, 23, 46);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9763, 20, 3, 2020, 1, 1, 12, 38);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9764, 20, 9, 2019, 4, 2, 18, 34);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9765, 25, 11, 2022, 4, 1, 12, 48);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9766, 1, 8, 2024, 3, 2, 5, 32);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9767, 1, 11, 2019, 4, 2, 0, 5);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9768, 3, 9, 2023, 4, 2, 10, 19);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9769, 2, 3, 2023, 1, 1, 15, 10);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9770, 27, 6, 2023, 3, 1, 9, 1);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9771, 29, 8, 2021, 3, 2, 8, 43);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9772, 13, 2, 2019, 3, 1, 21, 44);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9773, 4, 11, 2023, 2, 1, 13, 28);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9774, 31, 1, 2024, 3, 2, 15, 19);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9775, 30, 5, 2020, 3, 1, 1, 19);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9776, 7, 4, 2023, 4, 1, 21, 14);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9777, 20, 6, 2023, 4, 1, 8, 41);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9778, 30, 10, 2023, 2, 2, 21, 4);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9779, 12, 2, 2020, 2, 2, 1, 14);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9780, 13, 4, 2022, 3, 2, 8, 47);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9781, 17, 1, 2024, 4, 2, 0, 23);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9782, 23, 11, 2019, 1, 1, 5, 45);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9783, 23, 12, 2022, 1, 2, 17, 37);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9784, 31, 3, 2019, 3, 1, 16, 29);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9785, 22, 3, 2020, 4, 2, 15, 36);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9786, 16, 12, 2024, 1, 2, 18, 54);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9787, 29, 8, 2023, 4, 2, 7, 57);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9788, 11, 2, 2024, 4, 1, 18, 47);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9789, 3, 10, 2019, 1, 1, 5, 58);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9790, 20, 1, 2019, 1, 2, 14, 58);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9791, 14, 8, 2021, 2, 1, 7, 10);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9792, 30, 11, 2023, 1, 1, 2, 1);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9793, 24, 2, 2020, 2, 1, 6, 58);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9794, 29, 12, 2021, 1, 1, 1, 23);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9795, 5, 2, 2023, 3, 1, 16, 23);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9796, 1, 9, 2023, 3, 2, 15, 34);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9797, 13, 7, 2024, 3, 1, 12, 9);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9798, 23, 4, 2019, 2, 1, 1, 11);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9799, 5, 12, 2023, 4, 2, 1, 27);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9800, 19, 5, 2022, 4, 2, 8, 48);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9801, 1, 4, 2024, 4, 1, 1, 36);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9802, 3, 3, 2024, 4, 2, 9, 2);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9803, 7, 3, 2019, 2, 1, 8, 57);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9804, 11, 1, 2021, 3, 1, 11, 22);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9805, 6, 9, 2024, 2, 1, 20, 19);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9806, 13, 3, 2019, 3, 2, 22, 15);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9807, 24, 5, 2022, 2, 1, 14, 56);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9808, 18, 12, 2022, 4, 1, 14, 41);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9809, 30, 12, 2023, 1, 2, 3, 13);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9810, 26, 8, 2019, 2, 2, 16, 57);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9811, 10, 11, 2024, 4, 2, 18, 1);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9812, 5, 7, 2023, 4, 2, 12, 55);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9813, 7, 4, 2023, 3, 2, 17, 55);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9814, 7, 11, 2020, 2, 2, 15, 45);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9815, 14, 3, 2022, 3, 1, 7, 20);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9816, 8, 7, 2022, 2, 2, 3, 59);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9817, 27, 9, 2022, 3, 1, 10, 39);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9818, 15, 11, 2020, 3, 2, 20, 18);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9819, 14, 9, 2020, 3, 2, 13, 12);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9820, 7, 9, 2023, 3, 1, 13, 1);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9821, 25, 2, 2019, 4, 2, 22, 26);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9822, 16, 2, 2020, 2, 2, 14, 26);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9823, 18, 7, 2024, 1, 1, 22, 0);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9824, 26, 6, 2021, 1, 1, 8, 27);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9825, 31, 11, 2020, 3, 1, 2, 54);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9826, 21, 3, 2022, 1, 1, 7, 38);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9827, 15, 5, 2020, 1, 1, 7, 59);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9828, 11, 1, 2022, 2, 2, 14, 2);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9829, 28, 11, 2021, 1, 2, 22, 52);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9830, 29, 1, 2022, 2, 2, 1, 1);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9831, 26, 12, 2022, 1, 2, 1, 27);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9832, 10, 12, 2023, 4, 1, 2, 18);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9833, 1, 10, 2020, 2, 2, 13, 0);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9834, 26, 5, 2024, 1, 1, 10, 54);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9835, 29, 2, 2023, 1, 1, 23, 28);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9836, 4, 11, 2023, 2, 1, 1, 49);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9837, 19, 6, 2020, 2, 1, 9, 6);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9838, 2, 5, 2019, 2, 2, 12, 11);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9839, 11, 9, 2022, 2, 2, 9, 17);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9840, 23, 9, 2023, 4, 2, 9, 17);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9841, 10, 6, 2019, 2, 2, 18, 41);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9842, 11, 11, 2019, 1, 1, 13, 55);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9843, 10, 10, 2023, 2, 1, 7, 22);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9844, 19, 7, 2021, 3, 2, 4, 28);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9845, 17, 2, 2019, 4, 1, 2, 7);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9846, 19, 10, 2022, 2, 2, 5, 16);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9847, 22, 1, 2020, 1, 2, 13, 29);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9848, 4, 12, 2023, 4, 1, 21, 27);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9849, 5, 12, 2019, 3, 1, 3, 46);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9850, 31, 2, 2022, 3, 2, 19, 46);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9851, 7, 11, 2022, 3, 1, 4, 46);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9852, 28, 3, 2019, 4, 2, 12, 55);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9853, 20, 4, 2020, 3, 1, 16, 49);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9854, 19, 11, 2022, 2, 2, 13, 13);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9855, 13, 12, 2024, 1, 2, 0, 42);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9856, 24, 12, 2022, 1, 1, 12, 32);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9857, 3, 3, 2024, 1, 2, 23, 43);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9858, 14, 2, 2021, 2, 2, 21, 56);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9859, 28, 5, 2024, 2, 1, 21, 47);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9860, 18, 8, 2022, 2, 1, 2, 14);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9861, 14, 8, 2021, 4, 2, 13, 59);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9862, 7, 6, 2022, 1, 2, 1, 47);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9863, 15, 8, 2024, 3, 1, 19, 31);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9864, 6, 12, 2022, 1, 1, 9, 42);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9865, 26, 5, 2024, 4, 2, 4, 22);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9866, 24, 2, 2020, 3, 1, 9, 59);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9867, 12, 12, 2023, 4, 2, 11, 44);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9868, 5, 7, 2019, 1, 1, 19, 30);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9869, 8, 9, 2020, 3, 1, 1, 43);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9870, 3, 9, 2022, 1, 2, 14, 3);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9871, 2, 7, 2022, 2, 2, 20, 30);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9872, 1, 10, 2021, 3, 2, 4, 4);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9873, 6, 4, 2021, 2, 1, 10, 54);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9874, 25, 9, 2022, 1, 1, 11, 11);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9875, 1, 8, 2019, 1, 1, 23, 51);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9876, 27, 9, 2022, 3, 2, 15, 45);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9877, 16, 9, 2024, 3, 1, 4, 18);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9878, 7, 8, 2024, 1, 2, 12, 11);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9879, 31, 12, 2020, 4, 1, 2, 7);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9880, 12, 3, 2024, 1, 1, 16, 6);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9881, 27, 7, 2020, 2, 2, 22, 20);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9882, 8, 7, 2023, 1, 2, 18, 29);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9883, 11, 5, 2023, 4, 1, 1, 18);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9884, 15, 3, 2022, 4, 1, 4, 56);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9885, 19, 7, 2022, 1, 2, 7, 2);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9886, 6, 9, 2023, 2, 1, 16, 37);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9887, 4, 7, 2023, 3, 2, 1, 0);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9888, 21, 3, 2022, 4, 1, 1, 54);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9889, 18, 3, 2019, 3, 1, 9, 0);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9890, 2, 1, 2021, 3, 1, 1, 49);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9891, 26, 5, 2022, 3, 1, 0, 11);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9892, 12, 2, 2019, 1, 2, 13, 19);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9893, 30, 12, 2022, 4, 1, 9, 16);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9894, 28, 5, 2023, 1, 1, 8, 38);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9895, 27, 8, 2019, 4, 1, 23, 55);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9896, 16, 1, 2022, 2, 1, 14, 15);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9897, 5, 2, 2019, 1, 2, 4, 3);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9898, 28, 5, 2024, 4, 1, 14, 53);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9899, 15, 12, 2021, 3, 1, 15, 35);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9900, 12, 6, 2022, 2, 2, 22, 50);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9901, 28, 2, 2019, 1, 2, 5, 15);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9902, 17, 1, 2024, 1, 2, 13, 46);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9903, 24, 12, 2023, 3, 2, 19, 15);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9904, 2, 11, 2023, 1, 2, 3, 13);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9905, 7, 3, 2022, 3, 1, 4, 21);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9906, 19, 10, 2020, 4, 2, 22, 49);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9907, 13, 8, 2019, 3, 1, 19, 46);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9908, 14, 9, 2022, 2, 2, 17, 45);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9909, 14, 6, 2023, 4, 1, 20, 18);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9910, 23, 7, 2019, 2, 2, 11, 32);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9911, 17, 4, 2019, 4, 1, 15, 13);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9912, 3, 6, 2024, 3, 2, 13, 31);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9913, 9, 11, 2024, 1, 2, 20, 49);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9914, 7, 3, 2023, 4, 2, 21, 23);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9915, 16, 3, 2019, 3, 2, 13, 0);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9916, 16, 4, 2024, 4, 2, 8, 55);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9917, 10, 6, 2023, 4, 2, 18, 47);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9918, 16, 3, 2022, 4, 2, 12, 40);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9919, 18, 2, 2024, 4, 2, 1, 33);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9920, 23, 1, 2019, 1, 2, 10, 33);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9921, 14, 12, 2019, 4, 1, 16, 16);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9922, 10, 5, 2019, 3, 1, 16, 42);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9923, 20, 12, 2019, 1, 1, 16, 5);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9924, 25, 5, 2022, 3, 2, 2, 16);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9925, 30, 4, 2022, 4, 1, 18, 0);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9926, 9, 11, 2024, 4, 2, 1, 35);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9927, 22, 6, 2023, 3, 2, 21, 38);
insert into tempo (id_tempo, dia, mes, ano, trimestre, semestre, horas, minutos) values (9928, 3, 3, 2024, 4, 1, 0, 19);
